label,value,country
샤시 공항,QSZ,마카오
사히드 아쉬라피 에스파하니 공항,KSH,이란
사히드 사두히 공항,AZD,이란
샤레크코드 공항,CQD,이란
Shahroud 공항,RUD,이란
쉐이크 제에드 국제공항,RYK,파키스탄
섀넌 국제공항,SNN,아일랜드
산터우 공항,SWA,홍콩
Shaoyang Wugang Airport,WGN,마카오
샤르자 /샤져 국제공항,SHJ,UAE
샤오러 국내공항,SHW,사우디아라비아
Shennongjia Hongping Airport,HPG,마카오
선양 타오시안 국제공항,SHE,마카오
쉔젠 바오안 국제공항,SZX,마카오
세레메티에포 국제공항,SVO,러시아
시가 트 평화 공항,RKZ,마카오
시하쯔 화원 공항,SHF,마카오
실롱 공항,SHL,인도
심라 공항,SLV,인도
시모지시마 공항,SHI,일본
쉬락 국제공항,LWN,아르메니아
쉬라즈 국제공항 ,SYZ,이란
셔디 국제공항,SAG,인도
샤이블리 공항,SAA,필리핀
시얀 우당산 공항,WDS,마카오
시즈오카 공항,FSZ,일본
솔라푸르 공항,SSE,인도
쇼나이 공항,SYO,일본
쇼햄 공항,ESH,영국
쉬파코프스키에 공항,STW,러시아
슈리브포트 공항,SHV,미국
시알 코트 국제 공항,SKT,파키스탄
시아울리에 국제공항,SQQ,리투아니아
시비우 국제공항,SBZ,루마니아
시부 공항,SBW,말레이시아
시불란 공항,DGT,필리핀
시에라 마에스트라 공항,MZO,쿠바
시하눅빌 국제 공항,KOS,캄보디아
시이르트 공항,SXZ,터키
Silangit 공항,DTB,인도네시아
실비오 페트로씨 공항,ASU,파라과이
쓰마오 공항,SYM,마카오
심페로폴 공항,SIP,러시아
시몬 볼리바 공항,SMR,콜롬비아
시몬 볼리바 국제공항,GYE,에콰도르
시몬 볼리바 국제공항 ,CCS,베네수엘라
심팡 티가 공항 ,PKU,인도네시아
싱거힐 공항,IXA,인도
시놉 공항,NOP,터키
시온 공항,SIR,스위스
수폴스 지역공항 ,FSD,미국
슈 게이트웨이 공항,SUX,미국
서바니야스 공항,XSB,UAE
서 씨우사구 람굴람 국제공항,MRU,모리셔스
서 서츠 카마 국제공항,GBE,보츠와나
시르잔 공항,SYJ,이란
Sırnak 공항,NKT,터키
시티아 퍼블릭 공항,JSH,그리스
시바스 공항,VAS,터키
스카젠 공항,SKN,노르웨이
스카르두 공항,KDU,파키스탄
스카프스타 공항,NYO,스웨덴
셸레프테오 공항,SFT,스웨덴
시엔 공항,SKE,노르웨이
스키로스 아일랜드 내셔널 공항,SKU,그리스
슬라이치 공항,SLD,슬로바키아
스닐로우 공항,LWO,우크라이나
소엑카르노 하타 국제공항,CGK,인도네시아
쇨링젠 공항,FKB,독일
소피아 공항,SOF,불가리아
Sohag 국제공항,HMB,이집트
소하르 공항,OHS,오만
수코이 공항,GDX,러시아
솔라 공항,SVG,노르웨이
손 보넷 비행장,SBO,스페인
손더보리 공항,SGD,덴마크
새노마 카운티 공항,STS,미국
쇠르쿄젠 공항,SOJ,노르웨이
수우맘 공항,BJA,알제리
사우스벤드 공항,SBN,미국
사우샘프턴 국제공항,SOU,영국
사우스엔드 시공항,SEN,영국
사우스웨스트 플로리다 지역공항,RSW,미국
사우스웨스트 조지아 공항,ABY,미국
스플리트 공항,SPU,크로아티아
스포캔 국제공항,GEG,미국
스프링 아일랜드 공항,YSQ,마카오
스프링필드 브랜슨 공항,SGF,미국
스프링힐 공항,OAG,오스트레일리아
스리나가르 공군기지,SXR,인도
생 가티엥 공항,DOL,프랑스
세인트 메리즈 공항,ISC,영국
생나제르 몽트와 공항,SNR,프랑스
세인트 피터스버그 국제공항,PIE,미국
세인트 갈런 알테르하임 공항,ACH,스위스
산존스 공항,YYT,캐나다
생 폴 더 아포스틀 공항 ,OHD,북마케도니아
스탠디포드 필드 공항,SDF,미국
스텐스테드 공항,STN,영국
스튜어트 공항,SWF,미국
스탄턴 메트로 공항,SCK,미국
스토카 공항,SSJ,노르웨이
스토르드 공항 ,RET,노르웨이
스토르드 공항,SRP,노르웨이
스토노와 공항,SYY,영국
스트레체보이 공항,SWT,러시아
스트리기노 공항,GOJ,러시아
스투럽 공항,MMX,스웨덴
수빅만 국제공항,SFS,필리핀
소보피셜 에이트 제르마노 공항,AFA,아르헨티나
쉬 코세 공항,FSC,프랑스
수이 공항,SUL,파키스탄
수코타이 공항,THS,태국
수쿠르 공항,SKZ,파키스탄
술래이만 더미럴 공항,ISE,터키
술탄 압둘 아지즈 샤 공항,SZB,말레이시아
술탄 압둘 하림 공항,AOR,말레이시아
술탄 아즐란 샤 공항,IPH,말레이시아
술탄 이스마일 국제공항,JHB,말레이시아
술탄 마호메드 공항,TGG,말레이시아
술탄 무하무드 바다루딘 II 공항,PLM,인도네시아
술탄 나야 시아리푸딘 공항,DJB,인도네시아
섬버그 공항,LSI,영국
순스발 티므루 ,SDL,스웨덴
수팔디오 공항,PNK,인도네시아
쉬흐 라이나 소피아 공항,TFS,스페인
수라트 공항,STV,인도
수랏타니 공항,URT,태국
수르것 공항,SGC,러시아
수리가오 공항,SUG,필리핀
수완나푸미 국제공항 ,BKK,태국
스발바그드 공항,LYR,노르웨이
스베그 공항,EVG,스웨덴
시암수딘 누어 공항,BDJ,인도네시아
식티프카르 공항,SCW,러시아
시트노 사미니 국제공항,SZY,폴란드
T.F 그린 스테이트 공항 ,PVD,미국
타바 국제공항,TCP,이집트
타바카 7 노벰버 공항,TBJ,튀니지
터바스 공항,TCX,이란
타바팅가 국제공항,TBT,브라질
타블라스 공항,TBH,필리핀
타브리즈 국제공항,TBZ,이란
타부크 공항,TUU,사우디아라비아
탁빌라란 공항,TAG,필리핀
타후아 공항,THZ,니제르
타이중 공항,RMQ,대만
타이프 지역공항,TIF,사우디아라비아
타이난 공항,TNN,대만
타이베이 송산 공항,TSA,대만
대동 공항,TTT,대만
타이완 타오유완 국제공항 ,TPE,대만
타이위안 우수 공항,TYN,마카오
타지마 공항,TJH,일본
탁 공항,TKT,태국
다카마쓰 공항,TAK,일본
타카포토 공항,TKP,프랑스령폴리네시아
타카로아 공항,TKX,프랑스령폴리네시아
타쿠메 공항,TJN,프랑스령폴리네시아
탈라기 공항,ARH,러시아
탤러해시 지역공항,TLH,미국
타만라셋 공항,TMR,알제리
탐부컨다 공항,TUD,세네갈
탐보브 도스코예 공항,TBW,러시아
탬파 국제공항,TPA,미국
탐페레 피칼라 공항,TMP,핀란드
타무이누 국립공항,TSL,멕시코
탬워스 공항,TMW,오스트레일리아
탄 손 낫 공항 ,SGN,베트남
탄크레도 니브스 국제공항 ,CNF,브라질
탄다그 공항,TDG,필리핀
다네가시마 공항,TNE,일본
탕가 공항,TGT,탄자니아
당산 산누허 공항,TVS,마카오
타파출라 국제공항,TAP,멕시코
타라마 공항,TRA,일본
타란토 그로타글리에 마르셀로 아를로타 공항 ,TAR,이탈리아
타르부 우순 루르드 국제공항,LDE,프랑스
티구루 무레슈 국제공항,TGM,루마니아
타슈켄트 국제 공항,TAS,우즈베키스탄
타타코토 공항,TKV,프랑스령폴리네시아
타와무 국제공항,TWU,말레이시아
트빌리시 국제공항 ,TBS,조지아
테싸 공항,TEE,알제리
테드 스티븐스 국제공항 ,ANC,미국
테페 공항,TFF,브라질
테겔 국제공항,TXL,독일
테후카 공항,TCN,멕시코
테마에 공항,MOZ,프랑스령폴리네시아
노르테 로스 로데오스 공항,TFN,스페인
텅충 투공 공항,TCZ,마카오
테후알 공항,PMC,칠레
라스 테르마스 공항,RHD,아르헨티나
테르메스 공항,TMJ,우즈베키스탄
테터보로 공항,TEB,미국
텍사카나 지역공항,TXK,미국
테즈퍼 공항 ,TEZ,인도
탤러호프 공항,GRZ,오스트리아
더 블라예 공항,ACI,영국
이스턴 아이오와 공항 ,CID,미국
테살로니키 국제공항 ,SKG,그리스
트리반드럼 국제공항,TRV,인도
티스테드 공항,TED,덴마크
토사안 공항,THD,베트남
톈진 빈하이 국제공항,TSN,마카오
Tianshui Maijishan Airport,THQ,마카오
티후아나 국제공항 ,TIJ,멕시코
타케하우 공항,TIH,프랑스령폴리네시아
틱시 공항,IKS,러시아
Timbiqui 공항,TBD,콜롬비아
티미먼 공항,TMX,알제리
티미쇼아라 트라이언 부이아 국제공항,TSR,루마니아
틴도프 공항,TIN,알제리
팅고 마리아 공항,TGI,페루
티니안 국제공항,TIQ,북마리아나제도
티오만 공항,TOD,말레이시아
티라나 리냐스 공항 ,TIA,알바니아
타이리 공항,TRE,영국
터스럽 공항,AAR,덴마크
티룬치라팔리 시빌 공항,TRZ,인도
티루파티 공항,TIR,인도
티토 멘니티 공항,REG,이탈리아
티밧 공항,TIV,몬테네그로
질릭 리우트 공항,PKY,인도네시아
피네도 공항,AYX,페루
토아마시나 공항,TMM,마다가스카르
토마쉬 공항,TCG,마카오
토쿠먼 국제 공항 ,PTY,파나마
토캇 공항,TJK,터키
도쿠노시마 공항,TKN,일본
토쿠시마 공항,TKS,일본
동경국제공항 ,HND,일본
톨레도 익스프레스 공항,TOL,미국
통꼰틴 공항,TGU,온두라스
퉁화 류헤 공항,TNH,마카오
퉁랴오 공항,TGO,마카오
퉁런 닥싱 공항,TEN,마카오
터움바웰캄프 공항,WTB,오스트레일리아
피어슨 국제공항,YYZ,캐나다
토레존 공군기지,TOJ,스페인
Torsby 공항,TYF,스웨덴
톳트제리 공항,GMR,프랑스령폴리네시아
돗토리 /도토리 공항,TTJ,일본
투앗 공항,AZR,알제리
툴롱 예르 공항 ,TLN,프랑스
툴루즈-블라 냐크 공항,TLS ,프랑스
투르 발 드 르와 공항,TUF,프랑스
투수스르보블 르 노블 공항,TNF,프랑스
타운스빌 국제공항,TSV,오스트레일리아
토하마 /토이아마 공항,TOY,일본
트라 녹 공항,VCA,베트남
트라브존 공항,TZX,터키
트랑 공항,TST,태국
뜨랏 공항,TDX,태국
트레즈 데 마요 공항,PUU,콜롬비아
트레비소 공항,TSF,이탈리아
트리부후반 공항,KTM,네팔
트라이시티즈 공항,PSC,미국
트라이시티 지역공항,TRI,미국
트리스테 푸뤼우리 베네지아 구일리아 공항,TRS,이탈리아
트롤하탄 베네르스보리 공항,THN,스웨덴
트롬쇠 공항,TOS,노르웨이
트론드하임 공항,TRD,노르웨이
트루아 바벌리 공항,QYR,프랑스
첸틀러니 공항,OMS,러시아
첸틀러니 공항,REN,러시아
체츨라니 공항,RTW,러시아
쓰시마 /츠시마 공항,TSJ,일본
타트 제네랄 벤쟈민 마티엔조 국제공항,TUC,아르헨티나
투부아이 공항,TUB,프랑스령폴리네시아
투손 국제공항,TUS,미국
터그라우 공항,TUG,필리핀
툴체아 공항,TCE,루마니아
툴라마린 공항 ,MEL,오스트레일리아
털사 국제 공항,TUL ,미국
툭툭 탕왕 청 공항,TWC,마카오
튀니스 카르타쥐 국제공항,TUN,튀니지
툰쇼나 공항,IAR,러시아
퉈리프 국내공항,TUI,사우디아라비아
튀라니 공항,BRQ,체코 공화국
터밧 국제공항,TUK,파키스탄
터 레이아 공항,ZTA,프랑스령폴리네시아
투리알 공군기지,AJL,인도
투린 국제공항 국제공항,TRN,이탈리아
투르쿠 공항,TKU,핀란드
투르판 교아오 공항,TLQ,마카오
투티코린 공항,TCR,인도
투즐라 국제공항,TZL,보스니아 헤르체고비나
트위드 뉴해븐 지역공항,HVN,미국
틴다 공항,TYD,러시아
우아 파우 공항,UAP,프랑스령폴리네시아
우아 후카 공항,UAH,프랑스령폴리네시아
우베라바 공항,UBA,브라질
우벨란디아 공항,UDI,브라질
유본 라차태니 공항,UBP,태국
우돈타니 공항,UTH,태국
우파 공항,UFA,러시아
우골리 공항,DYR,러시아
우란하오터 공항,HLH,마카오
Ulanqab 공항,UCB,마카오
울산 공항,USN,대한민국
울리야놉스크 보스토치니 공항,ULY,러시아
우메오 공항,UME,스웨덴
우핑턴 공항,UTN,남아프리카
우르겐치 공항,UGC,우즈베키스탄
우리베 공항,URI,콜롬비아
우르 미아 공항,OMH,이란
우루무치 디와푸 국제공항,URC,마카오
우삭 공항,USQ,터키
우타파오 국제공항,UTP,태국
유트 공항,UTI,핀란드
우투로아 공항,RFP,프랑스령폴리네시아
우이타쉬 공항,MCX,러시아
우쵸러드 공항,UDJ,우크라이나
바사 공항,VAA,핀란드
바도다라 공항 ,BDQ,인도
바드쇠 공항,VDS,노르웨이
브로이 헬리포트 ,VRY,노르웨이
바가 공항,FAE,페로 제도
버히타이 공항,VHZ,프랑스령폴리네시아
발 데 칸즈 공항,BEL,브라질
발란 공항,HVG,노르웨이
발렌시아 공항,VLC,스페인
발렌시아 - 데 네인 공항,XVS,프랑스
바야돌리드 공항,VLL,스페인
발레 드 세느 공항,URO,프랑스
발 라나 공항,OBS,프랑스
반 페리 멜렌 공항,VAN,터키
반 누이 공항,VNY,미국
밴쿠버 국제공항,YVR,캐나다
바르되 공항,VAW,노르웨이
배리구이즈 공항,EJA,콜롬비아
바카우스 공항,VRK,핀란드
바르나 국제공항,VAR,불가리아
바스테라스 하슬로 공항,VST,스웨덴
벡셰 공항,VXO,스웨덴
버 사바카르 공항,IXZ,인도
벨라쵸 아스테테 공항,CUZ,페루
베스트만네이야 공항,VEY,아이슬란드
바이스코모도로 아라고네즈 공항,SDE,아르헨티나
비시 샤메이 공항,VHY,프랑스
빅토리아폴스 공항,VFA,짐바브웨
빅토리아 국제공항,YYJ,캐나다
비엔나 국제공항,VIE,오스트리아
비케스 공항,VQS,푸에르토리코
비간공항,VGN,필리핀
비고 피내이더 국제공항,VGO,스페인
바이그라 공항,AES,노르웨이
비쟈와와다 공항,VGA,인도
빌라 도마이오 공항,MMO,카보베르데
빌라 도 포르토 공항,SMA,포르투갈
빌라쿨로 공항,VNX,모잠비크
빌헬미나 공항,VHM,스웨덴
빌라 가봉 공항,VGZ,콜롬비아
빌라 레이놀즈 공항,VME,아르헨티나
빌라프랑카 베로니스 공항 ,VRN,이탈리아
빌라노바 알벵가 국제공항 ,ALL,이탈리아
빌니우스 국제공항,VNO,리투아니아
빈세트 마글리오초 공항 ,CIY,이탈리아
빈첸초 플로리오 공항,TPS,이탈리아
비니 공항,VII,베트남
바이락 공항,VRC,필리핀
비라코포스 공항,VCP,브라질
비루 비루 국제공항,VVI,볼리비아
비샤카파트남 공항,VTZ,인도
비스뷔 공항,VBY,스웨덴
비토리아 공항,VIT,스페인
비타야제프 공항,AAQ,러시아
블라디보스토크 국제공항,VVO,러시아
부누코프 공항,VKO,러시아
보쿠타 공항,VKT,러시아
W.A 모자르트 공항,SZG,오스트리아
와디 알 다와지르 국내공항,WAE,사우디아라비아
웨디슬라프 레이몬트 공항 ,LCJ,폴란드
웨일스 공항,IWK,일본
워커 필드 공항,GJT,미국
왈라왈라 지역 공항,ALW,미국
왕안공항,WOT,대만
완주우 차오 국제공항,WXN,마카오
Warri 공항,QRW,나이지리아
바르샤바 프레데릭 쇼팽 공항,WAW,폴란드
바르샤바 모드 린 공항,WMI,폴란드
워싱턴 덜레스 국제공항,IAD,미국
워터퍼드 공항,WAT,아일랜드
워털루 공항,ALO,미국
위즈 공항,NRN,독일
웨이팡 공항,WEF,마카오
위해 대우위보 공항,WEH,마카오
웨이파 공항,WEI,오스트레일리아
웰링턴 국제공항,WLG,뉴질랜드
웬샨푸제헤이 공항,WNH,마카오
원저우 국제공항,WNZ,마카오
웨스트체스터 카운티 공항,HPN,미국
휘천데이 코스트 공항,PPP,오스트레일리아
위치토 미드 컨티넌트 공항,ICT,미국
윅 존 오그로츠 공항,WIC,영국
윌 로저스 월드 공항,OKC,미국
윌리암타운 공항,NTL,오스트레일리아
윌리 스톤 바신 국제 공항,XWA,프랑스
월밍턴 국제공항,ILM,미국
윌슨 공항,WIL,케냐
위니펙 제임스 암스트롱 리챠슨 국제공항,YWG,캐나다
울릉공 공항,WOL,오스트레일리아
원주 공항,WJU,대한민국
Wudalianchi 공항,DTU,마카오
우하이 공항,WUA,마카오
우한 티안헤 공항,WUH,마카오
우시 공항,WUX,마카오
우저우 장쩌우다우 공항,WUZ,마카오
샤먼 가오츠 국제공항,XMN,마카오
샹판 공항,XFN,마카오
샹양 공항 ,XIY,마카오
시창 칭산 공항,XIC,마카오
시린하오터 공항,XIL,마카오
싱이 완펑린 공항,ACX,마카오
시닝 공항,XNN,마카오
신양 밍강 공항,XAI,마카오
신유안 날라티 공항,NLT,마카오
Xinzhou Wutaishan 공항,WUT,마카오
속소코탄 공항,OAX,멕시코
야쿠시마 공항,KUM,일본
야쿠츠크 공항,YKS,러시아
야마구치 우베 공항,UBJ,일본
얌파 밸리 공항,HDN,미국
야나밀라 공항,AYP,페루
옌안 공항,ENY,마카오
옌부 국내공항,YNB,사우디아라비아
옌청 남양 국제 공항,YNZ,마카오
양양 국제공항,YNY,대한민국
양주 타이저우 공항,YTY,마카오
옌지 연길 공항,YNJ,마카오
Yasuj 공항,YES,이란
예이거 공항,CRW,미국
옐리초프 공항,PKC,러시아
예세니르 공항,YEI,터키
여수 공항,RSU,대한민국
이빈 공항,YBP,마카오
이창 공항,YIH,마카오
이춘 린두 공항,LDS,마카오
이춘 명월산 공항,YIC,마카오
인촨 헤란산 공항,INC,마카오
잉커우란키 공항,YKH,마카오
이닝 공항,YIN,마카오
이우 공항,YIW,마카오
족자카르타 국제공항,YIA,인도네시아
욜라 공항,YOL,나이지리아
요나구미 공항,OGN,일본
영흥 섬 공항,XYI,마카오
용저우 링링 공항,LLF,홍콩
요룬 공항,RNJ,일본
요시카르올라 공항,JOK,러시아
웨양 산허 공항,YYA,마카오
위린 공항,UYN,마카오
위린 푸미안 공항,YLX,중국
유마 국제공항 ,YUM,미국
Yuncheng Guangong 공항,YCU,마카오
반줄 국제공항,BJL,감비아
유수 반탕 공항,YUS,마카오
위티엔 완팡 공항,YTW,중국
유즈노 사헐린스크 공항,UUS,러시아
유즈니 공항,IWA,러시아
자불 공항,ACZ,이란
자다르 공항,ZAD,크로아티아
자퍼 공항,KZR,터키
Zagora Airport,OZG,모로코
자히단 국제공항,ZAH,이란
삼보앙가 국제공항,ZAM,필리핀
잰더리지 국제공항 ,PBM,수리남
Zanjan 공항,JWN,이란
자카따라 국제공항,ZTU,아제르바이잔
사라고사 공항,ZAZ,스페인
제너타 공항,TLM,알제리
Zhalantun Chengjisihan 공항,NZL,마카오
장가계 Hehua 공항,DYG,마카오
장가항닝원 공항,ZQZ,마카오
장계 간저우 공항,YZY,마카오
잔장 공항,ZHA,마카오
자오퉁 공항,ZAT,마카오
정저우 신젱 국제공항,CGO,마카오
조브 공항,PZH,파키스탄
중웨이 샤포우 공항,ZHY,마카오
조우산 공항,HSN,마카오
주하이 국제공항,ZUH,마카오
출랴니 공항,IEV,우크라이나
지겐코르 공항,ZIG,세네갈
지오아타네호 국제공항,ZIH,멕시코
질리나 공항,ILZ,슬로바키아
진더 공항,ZND,니제르
종각덕 공항,ONQ,터키
쭌이 공항,ZYI,마카오
취리히 국제공항,ZRH,스위스
즈바노츠 국제공항 ,EVN,아르메니아
