label,value,country
파카히나 공항,FHZ,프랑스령폴리네시아
파카라바 공항,FAV,프랑스령폴리네시아
팔코나라 공항,AOI,이탈리아
팔레오로 공항,APW,사모아
팡가토 공항,FGU,프랑스령폴리네시아
파레 공항,HUH,프랑스령폴리네시아
파루 공항,FAO,포르투갈
페신 공항,NOS,마다가스카르
파트마와티 수카르노 공항,BKS,인도네시아
페데럴 데 바치구알라토 공항,CUL,멕시코
페데랄 델 발 델 푸어트 국제공항,LMM,멕시코
로샹보 공항,CAY,프랑스령기아나
펠릭스 우후에 보아니 공항,ABJ,코트디부아르
페리헤기 공항,BUD,헝가리
퍼틸랴 공항,AHO,이탈리아
피셔튼 공항 ,ROS,아르헨티나
피우미치노 공항 ,FCO,이탈리아
플라밍고 국제공항 ,BON,네덜란드령 카리브
플레스랜드 공항,BGO,노르웨이
플린더스아일랜드 공항,FLS,오스트레일리아
플로레스 공항,FLW,포르투갈
플로로 공항,FRO,노르웨이
폰타가로싸 공항 ,CTA,이탈리아
포브스 필드,FOE,미국
포를리 공항,FRL,이탈리아
포레스트 힐 공항,WGA,오스트레일리아
포트 로더데일 할리우드 국제공항,FLL,미국
포트맥머레이 공항,YMM,캐나다
포트스미스 지역공항,FSM,미국
포트웨인 국제공항,FWA,미국
포트워스 앨리언스 공항,AFW,미국
불산 샤디 공항,FUO,중국
프랑카 공항,FRC,브라질
프란시스코 칼레 공항,JAU,페루
프란시스코 멘데스 국제공항,RAI,카보베르데
프란치스코 페레이라 로페즈 공항,QSC,브라질
프란치스코 사 카르네이로 공항 ,OPO,포르투갈
프란시스 사라비아 국제공항 ,TRC,멕시코
프란시스타운 공항,FRW,보츠와나
프랑크푸르트 국제공항 ,FRA,독일
프랭크톤 공항,ZQN,뉴질랜드
프랭크 캐시에포 공항 ,BIK,인도네시아
프레즈노 요세미티 국제공항,FAT,미국
프라이드먼 미모리얼 공항,SUN,미국
프리드리히스하펜 공항 ,FDH,독일
프로소 공항,OSD,스웨덴
후아모투 국제공항,TBU,통가
푸에르트벤츄라 공항,FUE,스페인
풀쉬비텔 공항,HAM,독일
후쿠이 공항,FKJ,일본
후쿠오카 공항,FUK,일본
후쿠시마 공항,FKS,일본
푸양 공항,FUG,중국
부유 동지 공항,FYJ,중국
Fuyun Koktokay Airport,FYN,중국
푸저우 쳉글 국제공항,FOC,중국
게이브스 공항,GAE,튀니지
가프사 공항,GAF,튀니지
개갈 공항,DHM,인도
게인즈빌 공항,GNV,미국
갈릴레오 갈릴레이 공항 ,PSA,이탈리아
갤러틴 필드 공항,BZN,미국
옐리바레 공항,GEV,스웨덴
갠더 국제공항,YQX,캐나다
간디햄 ,IXY,인도
지안쟈 국제공항,KVD,아제르바이잔
간난 하하 공항,GXH,마카오
간저우 공항,KOW,중국
갭 탤러드 공항,GAT,프랑스
가든시티 지역공항,GCK,미국
가루아 국제공항,GOU,카메룬
게리 시카고 국제공항,GYY,미국
가르제 게사르 공항,GZG,중국
가사 공항 ,JHG,마카오
가심 지역공항,ELQ,사우디아라비아
개트윅 공항,LGW,영국
가야 공항,GAY,인도
Gazipasa-Alanya 공항,GZP,터키
겔렌즈지크 공항,GDZ,러시아
제네랄 A.V 코보 공항,LET,콜롬비아
제네랄 엔리케 모스코니 공항,CRD,아르헨티나
제너랄 F. 자비에 미나 공항 ,TAM,멕시코
제너럴 피에르 빌라로보스 공항 ,CUU,멕시코
제너널 프란치스코 J. 뮤지카 국제공항,MLM,멕시코
제네랄 호세 데 산 마틴 공항,PSS,아르헨티나
제너럴 호세 M. 야네즈 공항 ,GYM,멕시코
제네럴 루치오 블랑코 공항 ,REX,멕시코
제너랄 마뉴엘 마르케즈 데 레옹 공항 ,LAP,멕시코
제너럴 마리아노 공항 ,MTY,멕시코
제너럴 마틴 미구엘 드 게메즈 공항 ,SLA,아르헨티나
제너랄 미첼 국제공항,MKE,미국
제너럴 페드로 J. 멘데즈 내셔널 공항,CVM,멕시코
제네럴 페스케이라 가르시아 공항 ,HMO,멕시코
제너럴피코 공항,GPO,아르헨티나
제너랄 라파엘 부엘나 공항 ,MZT,멕시코
제너랄 로볼포 산체트 타보다 국제공항,MXL,멕시코
제너랄 세르반도 캐널즈 국제공항,MAM,멕시코
제너럴 어퀴자 공항,PRA,아르헨티나
제네바 국제공항 ,GVA,스위스
죠지 공항,GRJ,남아프리카
조지 부쉬 인터콘티넨탈 공항,IAH,미국
비기 공항,SLU,세인트루시아
제랄드 R. 포드 국제공항,GRR,미국
제럴턴 공항,GET,오스트레일리아
지로나 코스타 브라바 공항,GRO,스페인
간지 공항,GNZ,보츠와나
기리스 공항,MUW,알제리
지알람 공항,DIN,베트남
길깃 공항,GIL,파키스탄
김해 국제공항,PUS,대한민국
김포 국제공항,GMP,대한민국
지노 리사 공항,FOG,이탈리아
기잔 지역공항,GIZ,사우디아라비아
글래셔 파크 국제공항,FCA,미국
글래드스톤 공항,GLT,오스트레일리아
글래스고 국제공항,GLA,영국
글리니지데일 공항,ILY,영국
글로스터셔 공항,GLO,영국
거버네도 카스텔로 공항,VDM,아르헨티나
Gokgead 공항,GKD,터키
골레니요 공항,SZZ,폴란드
골포드모로스킬로 공항,TLU,콜롬비아
거얼무 공항,GOQ,중국
Golog Maqin 공항,GMQ,중국
골로슨 국제공항 ,LCE,온두라스
굿이어 시 공항,GYR,미국
고라크푸르 공군기지,GOP,인도
고간 공항,GBT,이란
고르노-알타이스크 공항,RGK,러시아
고토 후쿠에 공항,FUJ,일본
고바르단푸르 공항,JGA,인도
그라치오사 공항,GRW,포르투갈
그래프턴 공항,GFN,오스트레일리아
그랑 카나리아 공항 ,LPA,스페인
그라나다 공항,GRX,스페인
그랑 케이스 공항,SFG,세인트마틴
그랜드포크스 국제공항,GFK,미국
그랜드 - 산티 공항,GSI,프랑스령기아나
그랜틀리 아담스 국제공항,BGI,바베이도스
그랜빌 공항,GFR,프랑스
프레데릭튼 공항,YFC,캐나다
그레이터 몽튼 국제공항,YQM,캐나다
그레이터 피오리아 공항,PIA,미국
그레이터 로체스터 국제공항,ROC,미국
그란비어 밸리 공항,LWB,미국
그린 카운티 공항,WAY,오스트레일리아
그린빌 스파르탄버그 공항,GSP,미국
그리피스 공항,GFF,오스트레일리아
그림지 공항,GRY,아이슬란드
과달루페 빅토리아 공항,DGO,멕시코
광원판롱 공항,GYS,중국
구아인 공항,XUZ,마카오
과피 공항,GPI,콜롬비아
과하라페즈 국제공항 ,REC,브라질
과룰하스 국제공항,GRU,브라질
굴임 공항,GLN,모로코
거렛 공항,MCU,프랑스
거렛 상 로랭 공항,XGT,프랑스
건지 공항,GCI,영국
구글리에모 마르코니 공항,BLQ,이탈리아
구이린 리엥쟝 국제공항,KWL,중국
구이파바스 공항,BES,프랑스
구이양 롱둥바오 공항,KWE,중국
걸포트 빌록시 국제공항,GPT,미국
굼락 공항,VOG,러시아
거니선 카운티 공항,GUC,미국
군산 공항,KUV,대한민국
궈리아잇트 국내공항,URY,사우디아라비아
구스타브 로자스 피닐라 국제공항 ,ADZ,콜롬비아
Guyuan Liupanshan Airport,GYU,중국
과다르 국제공항,GWD,파키스탄
관리오르 공항 ,GWL,인도
광주 공항,KWJ,대한민국
HAS 하난조에딘 국제공항,TJQ,인도네시아
후비브 부르기바 국제공항,MIR,튀니지
하치조이지마 공항,HAC,일본
하그포스 공항,HFS,스웨덴
한 공항,HHN,독일
하이파 국제공항 ,HFA,이스라엘
하이커우 메일런 국제공항,HAK,중국
하일 지역공항,HAS,사우디아라비아
하이라얼 둥샨 공항,HLD,중국
Hakkari Yuksekova Airport,YKO,터키
하코다테 공항,HKD,일본
핼리팩스 로버트 스탠필드 국제공항,YHZ,캐나다
하림 페다나 쿠수마 공항,HLP,인도네시아
할리 공항,KEV,핀란드
할름스타드 공항,HAD,스웨덴
하마단 공항,HDM,이란
하미 공항,HMI,중국
헤밀튼아일랜드 공항,HTI,오스트레일리아
함메르페스트 공항,HFT,노르웨이
하나마키 공항,HNA,일본
핸콕 국제공항,SYR,미국
한단 공항,HDG,중국
항저우 지오샨 국제공항,HGH,중국
하노버 랭젠히겐 국제공항,HAJ,독일
한중 공항,HZG,중국
하라레 국제공항,HRE,짐바브웨
하얼빈 타이팽 국제공항,HRB,중국
해리스버그 국제공항,MDT,미국
하츠필드 잭슨 애틀랜타 국제공항,ATL,미국
하사누딘 공항,UPG,인도네시아
하산 공항,EUN,모로코
하스비크 공항,HAA,노르웨이
햇야이 국제공항,HDY,태국
하타이 공항,HTY,터키
하테루마 공항,HTR,일본
하토 국제공항 ,CUR,퀴라소
하우카젠 공항,SOG,노르웨이
Havryshivka Vinnytsia 국제 공항,VIN,우크라이나
후워든 공항,CEG,영국
히드로우 공항,LHR,영국
Hechi Jinchengjiang Airport,HCJ,중국
허페이 루와강 국제공항,HFE,중국
헤이허 공항,HEK,중국
헬리콥터드파리공항,JDP,프랑스
헬레 공항,SVJ,노르웨이
헬싱키 반타 공항,HEL,핀란드
히마밴 공항,HMV,스웨덴
핸더슨 시공항,HSH,미국
헝양 공항,HNY,중국
헤르칠리오 후즈 공항,FLN,브라질
헤르미스 퀴야다 공항,RGA,아르헨티나
헌던 공항,ORL,미국
허비베이 공항,HVB,오스트레일리아
허 즐리 야 공항,HRZ,이스라엘
헤와노라 공항,UVF,세인트루시아
하이다르 알리예프 국제 공항,GYD,아제르바이잔
히에로 공항,VDE,스페인
히히포 공항,WLS,왈리스푸투나
히쿠에루 공항,HHZ,프랑스령폴리네시아
힐로 국제공항,ITO,미국
힌돈 공항,VDX,인도
히라라 공항,MMY,일본
히로시마 국제공항,HIJ,일본
히사르 공항,HSS,인도
호바트 국제공항,HBA,오스트레일리아
하비 공항,HOU,미국
후에이벅트묀 공항,KKN,노르웨이
호홋 바이타 국제공항,HET,중국
홋카이도 공항,WKJ,일본
Holingol Huolinhe 공항,HUO,중국
홍콩 국제공항 ,HKG,홍콩
홍챠오 공항,SHA,마카오
홍원 공항,AHJ,홍콩
호놀룰루 국제공항,HNL,미국
혼아일랜드 공항,TIS,오스트레일리아
호나표드르 공항,HFN,아이슬란드
호르타 공항,HOR,포르투갈
호세아 쿠타코 국제공항,WDH,나미비아
호텐 공항,HTN,중국
훼리 부미딘 공항,ALG,알제리
호프덴 공항,HOV,노르웨이
후하힌 공항,HHQ,태국
화이안 Lianshui 공항,HIA,홍콩
화이아 지장 공항,HJJ,마카오
화롄 / 화련 /후알리엔 공항,HUN,대만
후앙구오수공항,AVA,중국
황산 턴시 국제공항,TXN,홍콩
황암구 리쨔오 공항,HYN,마카오
화투구 공항,HTT,홍콩
후블리,HBX,인도
후에조트싱고 공항 ,PBC,멕시코
우에스카 / 피리네오스 공항,HSK,스페인
혜주 핑탄 공항,HUZ,마카오
휴마카오 공항,HUC,푸에르토리코
험버사이드 공항,HUY,영국
헌츠빌 국제공항,HSV,미국
허가다 국제공항,HRG,이집트
후자빅 공항,HZK,아이슬란드
후세인 사스트라네가라 공항,BDO,인도네시아
히야쿠리 공항,IBR,일본
하이데라바드 공항,HDD,파키스탄
이아시 국제공항,IAS,루마니아
이바단 공항,IBA,나이지리아
이비사 공항,IBZ,스페인
아이다호폴스 시공항,IDA,미국
레지마 공항,IEJ,일본
Igdır 공항,IGD,터키
이그나시오 아그라몬테 국제공항,CMW,쿠바
이냐체프 공항,BQS,러시아
이카리아 아일랜드 내셔널 공항,JIK,그리스
이키 공항,IKI,일본
Ilam 공항,IIL,이란
일레드유 공항,IDY,프랑스
일에우스 호르헤 아마도 공항,IOS,브라질
일로 공항,ILQ,페루
일로일로 국제공항,ILO,필리핀
일로팡고 국제공항,ILS,엘살바드로
일로린 국제공항,ILR,나이지리아
아맘 호메이티 국제공항,IKA,이란
이모 공항 ,QOW,나이지리아
임팔 시공항,IMF,인도
잉카 망코 카팍 국제공항,JUL,페루
인천 국제공항,ICN,대한민국
인디애나폴리스 국제공항,IND,미국
인디라 간디 국제공항,DEL,인도
인하카 공항,IHC,모잠비크
이냠바네 공항,INH,모잠비크
인버니스 공항,INV,영국
이오아니스 다스칼로지아니스 ,CHQ,그리스
히포크라테스 국제공항 ,KGS,그리스
Iranshahr 공항,IHR,이란
아일랜드 웨스트 녹크 공항,NOC,아일랜드
이르쿠츠크 국제공항,IKT,러시아
이사표도르 공항,IFJ,아이슬란드
이스파한 국제공항 ,IFN,이란
이시가키 공항,ISG,일본
이슬라 그란데 공항,SIG,푸에르토리코
이슬라스 말비나스 공항,USH,아르헨티나
아타튀르크 공항,ISL,터키
이타이 투바 공항,ITB,필리핀
이타미 공항,ITM,일본
이바로 공항,IVL,핀란드
이반카 공항,BTS,슬로바키아
이바노-프랭코브스크 공항,IFO,우크라이나
아바토 국제공항,TNR,마다가스카르
이와미 공항,IWJ,일본
익스테펙 공항,IZT,멕시코
이제프스크 공항,IJK,러시아
이즈모 공항,IZO,일본
J.G.H 반 데르 와스 공항,KMP,나미비아
J. 폴 투 밸리스 국제공항,KRK,폴란드
J. 윌스트먼 공항,CBB,볼리비아
자발푸르 공항,JLR,인도
자카레파과 공항,RRJ,브라질
잭슨 에버스 국제공항,JAN,미국
잭슨빌 국제공항,JAX,미국
하엔 공항,JAE,페루
자그달푸르 공항,JGB,인도
Jahrom 공항,JAR,이란
하이메 곤잘레스 공항,CFG,쿠바
자이살머 공항,JSA,인도
할 가온 공항,JLG,인도
제임스 M. 콕스 국제공항,DAY,미국
자시온카 공항,RZE,폴란드
제주 국제공항,CJU,대한민국
저지 스테이츠 공항,JER,영국
자르수구다 공항,JRG,인도
지가게퀴 공항,JGD,홍콩
자무쓰 공항,JMU,홍콩
지산항주 공항,JSJ,홍콩
지젤 퍼헷 하버스 공항,GJL,알제리
지난 야오칭 공항,TNA,홍콩
진창 진천 공항,JIC,홍콩
진달 비자이나가르 공항,VDY,인도
징강산 공항,JGS,홍콩
징더전 공항,JDZ,홍콩
지닝 공항,JNG,홍콩
진저우 공항,JNZ,홍콩
Jiroft 공항,JYR,이란
지우쟈이황 공항,JZH,홍콩
주장 류샨 공항,JIU,홍콩
주취안 공항,JGN,홍콩
Jixi Xingkaihu Airport,JXA,홍콩
자오 수아순나 공항,CPV,브라질
조드푸르 공항,JDH,인도
조엔수 공항,JOE,핀란드
존 C. 먼론 해밀턴 공항,YHM,캐나다
존 F. 케네디 국제공항,JFK,미국
존 글렌 콜럼버스 국제공항,CHM,페루
존 레논 공항,LPL,영국
존 웨인 오렌지 카운티 공항,SNA,미국
Jojo Simes Lopes 네토 국제 공항,PET,브라질
졸리 그란트 공항,DED,인도
조로 공항,JOL,필리핀
조모 케냐타 국제공항,NBO,케냐
호르헤 샤베즈 국제공항,LIM,페루
조스 공항,JOS,나이지리아
Jos Aponte de la Torre Airport,NRR,푸에르토리코
호세 셀레스티노 무치스 공항,BSC,콜롬비아
호세 마리아 코르도바 국제공항,MDE,콜롬비아
호세 마르티 국제공항,HAV,쿠바
조슈아 쿠브쿠 코모 국제공항,BUQ,짐바브웨
조슬린 필드 매직 밸리 지역공항,TWF,미국
후안 마누엘 갈베즈 국제공항,RTB,온두라스
후안 산타마리아 국제공항,SJO,코스타리카
후안 시몬스 벨라 공항,RIJ,페루
주안다 국제공항,SUB,인도네시아
후안후이 공항,JJI,페루
주아제이로 도 노르 공항,JDO,브라질
준마치 공항,GAJ,일본
지바스키라 공항,JYV,핀란드
카달랴 공항,HTA,러시아
카두나 국제공항,KAD,나이지리아
가고시마 공항,KOJ,일본
카라만마라슈 공항,KCM,터키
카후루이 공항,OGG,미국
카일리 후핑핑 공항,KJH,홍콩
카야니 공항,KAJ,핀란드
칼라부라기 공항,GBI,인도
Kalaleh 공항,KLM,이란
칼라마타 국제공항,KLX,그리스
캘굴리 볼더 공항,KGI,오스트레일리아
칼리보 공항,KLO,필리핀
칼락스 공항,LLA,스웨덴
칼링지 공항,RNB,스웨덴
칼마르 공항,KLR,스웨덴
칼루가 공항,KLF,러시아
칼림 노스섬 내셔널 공항,JKL,그리스
캄룹스 공항,YKA,캐나다
카나스 공항,KJI,중국
캉딩 공항,KGT,중국
칸누르 국제공항,CNN,인도
간사이 국제공항,KIX,일본
캔자스시티 다운타운 공항,MKC,미국
캔자스시티 국제공항,MCI,미국
카오징 국제공항,KHH,대만
커라마이 공항,KRY,홍콩
카를로비바리 국제공항,KLV,체코 공화국
칼스타드 공항,KSD,스웨덴
카모이 공항,HAU,노르웨이
카파토스 아일랜드 내셔널 공항,AOK,그리스
카라타 공항,KTA,오스트레일리아
카르스 공항,KSY,터키
카루프 공항,KRP,덴마크
카세인 공항,BBK,보츠와나
카스 지역공항,KHG,홍콩
카소스 아일랜드 퍼블릭 공항,KSJ,그리스
카스타모누 공항,KFS,터키
카스텔로리조 아일랜드 퍼블릭 공항,KZS,그리스
카티 공항,KXU,프랑스령폴리네시아
Katsina 공항,DKA,나이지리아
카우에히 공항,KHZ,프랑스령폴리네시아
코하바 공항,KAU,핀란드
카우쿠라 공항,KKR,프랑스령폴리네시아
카우나스 국제공항,KUN,리투아니아
카발라 국제공항 ,KVA,그리스
카이세리 얼카일렛 국제공항,ASR,터키
카잔한국 공항,KZN,러시아
Kazi Nazrul 이슬람 공항,RDP,인도
케팔로니아 아일랜드 국제공항 ,EFL,그리스
케이플라비크 국제공항,KEF,아이슬란드
켈로너,YLW,캐나다
케미 토니오 공항,KEM,핀란드
케메로보 공항,KEJ,러시아
Keperveyem 공항,KPW,러시아
케라마 공항,KJP,일본
케르만 공항,KER,이란
케르타자티 국제공항,KJT,인도네시아
카주라호 공항,HJR,인도
한티 - 만시스크 공항,HMA,러시아
카르가 공항,UVL,이집트
카르키브 오스노바 국제공항,HRK,우크라이나
하르툼 시빌 공항,KRT,수단
카탕가 공항,HTG,러시아
케리아 공항 ,AGR,인도
헤르손 국제 공항,KHE,우크라이나
콘캔 공항,KKC,태국
코람아밧 공항,KHD,이란
Khoy 공항,KHY,이란
크라브로포 공힝,KGD,러시아
키갈리 국제공항 ,KGL,르완다
키고마 공항,TKQ,탄자니아
키쟝 공항,TNJ,인도네시아
키카이 공항,KKX,일본
킬리만자로 국제공항 ,JRO,탄자니아
킴벌리 공항,KIM,남아프리카
킹 압둘아지즈 국제공항,JED,사우디아라비아
킹 파야드 국제공항,DMM,사우디아라비아
킹아일랜드 공항,KNS,오스트레일리아
킹 칼리드 국제공항,RUH,사우디아라비아
킹므와 티 III 국제 공항,SHO,에스와티니
킹 피로스 공항 ,IOA,그리스
킹샤카 국제공항,DUR,남아프리카
킹스코트 공항,KGC,오스트레일리아
킹스포트 스미스 공항 ,SYD,오스트레일리아
진먼 공항,KNH,대만
커크월 공항,KOI,영국
키로프 공항,KVX,러시아
키루나 공항,KRN,스웨덴
키자우니 공항,ZNZ,탄자니아
커쉬 공항,KIH,이란
키샨 가르 공항,KQH,인도
기카 다이토 공항,KTD,일본
키시라 아일랜드 내셔널 공항,KIT,그리스
키틸라 공항,KTT,핀란드
키열스타트 공항,MJF,노르웨이
키예빅 공항,KRS,노르웨이
클라겐푸르트 공항,KLU,오스트리아
고베 공항,UKB,일본
고치 공항,KCZ,일본
코갤름 공항,KGP,러시아
고쿠라 공항,KKJ,일본
콜다 공항,KDA,세네갈
콜하푸르 공항,KLH,인도
콜트소보 국제공항 ,SVX,러시아
코마키 공항,NKM,일본
코마쓰 공항,KMQ,일본
콤소몰스크-어-아무르 공항,KXK,러시아
코나 국제공항 ,KOA,미국
코나락 공항,ZBR,이란
콘 공항,KNQ,뉴칼레도니아
코니아 공항,KYA,터키
코핏나리 공항,KUT,조지아
쿠얼러 고이륵 공항,KRL,홍콩
코타 공항,KTU,인도
코타키나발루 국제공항,BKI,말레이시아
코타카 공항,ACC,가나
코와야마 공항,KWM,오스트레일리아
크라비 공항,KBV,태국
크람포르스 공항,KRF,스웨덴
크래인비튼 공항,INN,오스트리아
크로스노야르스크 공항,KJA,러시아
크리스티안스타드 공항,KID,스웨덴
쿠루거 음푸마랑가 국제공항,MQP,남아프리카
쿠루모포 국제공항,PDV,불가리아
쿠루누피 공항,KOK,핀란드
콸라룸푸르 국제공항,KUL,말레이시아
쿠알라룸푸 국제 공항,KNO,인도네시아
콴탄 공항,KUA,말레이시아
쿠칭 국제공항,KCH,말레이시아
쿠닷 공항,KUD,말레이시아
구마모토 공항,KMJ,일본
쿰비히그람 공항,IXS,인도
큐메지마 공항,UEO,일본
쿤상겐 공항,NRK,스웨덴
쿤밍 창수이 국제공항,KMG,홍콩
쿤누누라 공항,KNX,오스트레일리아
쿠오피오 공항,KUO,핀란드
쿠가 공항,KCA,홍콩
쿠르스크 보스토치니 공항,URS,러시아
쿠루모치 공항,KUF,러시아
쿠시로 공항,KUH,일본
쿠사모 공항,KAO,핀란드
쿠웨이트 국제공항,KWI,쿠웨이트
크베르베르케트 공항,KSU,노르웨이
키질 공항,KYZ,러시아
엘에프 웨이드 국제공항 ,BDA,버뮤다제도
라 오로라 국제공항,GUA,과테말라
라볼 에스쿠블랑 공항,LBY,프랑스
라 칼레라 공항 ,ZCL,멕시코
그란데 안세 공항,DSD,과들루프
라 플로리다 공항,TCO,콜롬비아
라 가레나 공항,AGF,프랑스
라 고메라 공항,GMZ,스페인
라구아디아 국제공항,LGA,미국
라이사벨라 국제공항,JBQ,도미니카공화국
라마카레나 공항,LMC,콜롬비아
라 마르귀타 공항,NVA,콜롬비아
라 미나 공항,MCJ,콜롬비아
라몰 공항,LTT,프랑스
라 팔마 공항,SPC,스페인
라 파라 공항,XRY,스페인
라페드레라 공항,LPD,콜롬비아
라 로쉐 공항,MEE,뉴칼레도니아
라로마나 국제공항,LRM,도미니카공화국
라 톤투타 국제공항,NOU,뉴칼레도니아
라 유니온 공항 ,POP,도미니카공화국
라 방가디아 공항,VVC,콜롬비아
라아게 공항,RLG,독일
라보 공항,OZC,필리핀
라부앙 공항,LBU,말레이시아
라피엣 공항,LFT,미국
라하드다투 공항,LDU,말레이시아
라이 바하두르 샤스트리 공항,VNS,인도
라이샨 공항,YNT,마카오
라예즈 공항,TER,포르투갈
레이크마냐라 공항,LKY,탄자니아
랄레우 공항,LRH,프랑스
램버트 세인트루이스 국제공항,STL,미국
라멩탱 공항,FDF,모리타니아
Lamerd 공항,LFM,이란
라메찌아 테메 공항 ,SUF,이탈리아
람팡 공항,LPT,태국
람페두사 공항,LMP,이탈리아
란창 징마 공항,JMJ,홍콩
랜즈 엔드 공항,LEQ,영국
란베터 공항,GOT,스웨덴
랑카위 공항,LGK,말레이시아
스리랑카 국제공항,LLK,아제르바이잔
란 비호웨 공항,LRT,프랑스
랜싱 캐피탈시티 공항,LAN,미국
란위 공항,KYD,대만
란저우 공항,LHW,홍콩
라오그 국제공항,LAO,필리핀
라펜란타 공항,LPP,핀란드
라르스탄 국제공항,LRR,이란
라르나카 /라나카 국제공항,LCA,키프러스
라스 아메리카 국제공항 ,SDQ,도미니카공화국
라 바자다스 공항,VER,멕시코
라스 부루자스 공항,CZU,콜롬비아
라스 히게라스 공항,RCU,아르헨티나
론서스턴 공항,LST,오스트레일리아
라발 앙트램스 공항,LVA,프랑스
라버튼 공항,LTO,멕시코
라와스 공항,LWY,말레이시아
라위카 공항,POZ,폴란드
로렌스 J. 팀머만 공항,MWC,미국
르부르제 공항,LBG,프랑스
르캐스텔렛 공항,CTT,프랑스
르 레제 공항,PTP,과들루프
레 세퀘스트 공항,LBI,프랑스
르투켓 공항,LTQ,프랑스
리어먼스 공항,LEA,오스트레일리아
레히 바웨사 공항,GDN,폴란드
리즈 브랫포드 국제공항,LBA,영국
레가스페 공항,LGP,필리핀
레저 공항 ,CBH,알제리
레 공군기지,IXL,인도
리하이 밸리 국제공항,ABE,미국
라이프치히/할레 지역공항,LEJ,독일
레이린 공항 ,VDB,노르웨이
라이테 로페즈 공항,RAO,브라질
레크네스 공항,LKN,노르웨이
레노스 국제공항,LXS,그리스
레나르 메리 탈린 공항,TLL,에스토니아
Lensk 공항,ULK,러시아
레온 공항,LEN,스페인
레온 음바 공항,LBV,가봉
레오로드 세다르 셍고르 공항,DKR,세네갈
레로스 공항,LRS,그리스
러윅 팅월 공항,LWK,영국
레 아종크,EDM,프랑스
레스 안가데스 공항,OUD,모로코
레 바제 공항,GBJ,과들루프
레 생테즈 공항,LSS,과들루프
레 살린 공항 ,AAE,알제리
레스킨 공항,LIL,프랑스
레발디지 공항,CUF,이탈리아
루이스턴 네즈 퍼스 카운티 공항,LWS,미국
라싸 공가 공항,LXA,홍콩
롄윈강 공항,LYG,홍콩
Libo 공항,LLB,홍콩
릭 지저스 테란 페러두 국제공항,AGU,멕시코
릭 y 제너럴 이그냐시오 로페즈 라온 공항,UPN,멕시코
릭 구스타보 디아 오르다즈 공항,PVR,멕시코
리칭가 공항,VXC,모잠비크
리에 마뉴엘 크레센시오 레종 공항 ,MID,멕시코
리에주 공항,LGG,벨기에
리엥캥 공항,DLI,베트남
리후에 공항,LIH,미국
리장 여강 공항,LJG,홍콩
릴라바리 공항,IXI,인도
릴롱궤 국제공항,LLW,말라위
림방 공항,LMN,말레이시아
리모주 벨가르드 공항,LIG,프랑스
리나테 공항 ,LIN,이탈리아
린캉 공항,LNJ,홍콩
링컨 시공항,LNK,미국
Linfen Qiaoli 공항,LFQ,홍콩
린셰핑 공항,LPI,스웨덴
린이슈불링 공항,LYI,홍콩
Liping 공항,HZH,홍콩
리즈보아 공항,LIS,포르투갈
리스모어 공항,LSY,오스트레일리아
리틀록 내셔널 공항,LIT,미국
Liupanshui Yuezhao Airport,LPF,홍콩
류저우 공항,LZH,홍콩
리빙스턴 공항,LVI,잠비아
로아칸 공항,BAG,필리핀
락하트리버스 공항,IRG,오스트레일리아
로에이 공항,LOE,태국
로건 국제공항,BOS,미국
노뉴스 에머랭빌 공항,XLG,프랑스
로헤가온 공항,PNQ,인도
록 나약 자야 프라카쉬 나라얀 공항 ,PAT,인도
롬복 국제공항,LOP,인도네시아
로메 토쿠완 공항,LFW,토고
런던 시티 공항,LCY,영국
런던 국제공항,YXU,캐나다
론드리나 공항,LDB,브라질
롱 아카 공항,LKH,말레이시아
롱비치 시공항 ,LGB,미국
롱 렐랑 공항,LGL,말레이시아
롱 세리단 공항,ODN,말레이시아
롱난 청 저우 공항,LNL,홍콩
롱리치 공항,LRE,오스트레일리아
롱 얀관 지산 공항,LCX,홍콩
로드호바아일랜드 공항,LDH,오스트레일리아
로스앤젤레스 국제공항,LAX,미국
로스 카보 공항,SJD,멕시코
로스 콜로니자도레스 공항,RVE,콜롬비아
로드 공항,LPY,프랑스
루이 암스트롱 국제공항 ,MSY,미국
루주바크타 공항,KWG,우크라이나
루방 공항,LBX,필리핀
루블린 공항,LUZ,폴란드
루다오 공항,GNI,대만
루데리츠 공항,LUD,나미비아
루가노 공항,LUG,스위스
루이즈 E. 마갈헤즈 공항,SSA,브라질
루이즈 뮈노스 마랭 국제공항,SJU,푸에르토리코
뤼리앙 공항,LLV,홍콩
룸비아 공항,CGY,필리핀
런자이 국제공항,FNA,시에라리온
뤄양 공항,LYA,홍콩
루사카 국제공항,LUN,잠비아
루톤 공항,LTN,영국
뤽상부르 국제공항 ,LUX,룩셈부르크
룩소르 공항,LXR,이집트
루저우랜티안 공항,LZO,홍콩
뤽셀레 공항,LYC,스웨덴
리드 국제공항,LYX,영국
리옹 브롱 공항,LYN,프랑스
마스트리히트 아흐츤 공항,MST,네덜란드
마카에 공항,MEA,브라질
마카오 국제공항,MFM,마카오
마카파 국제공항,MCP,브라질
마챵가라 공항 ,PPN,콜롬비아
머크리하나쉬 공항,CAL,영국
매카이 공항,MKY,오스트레일리아
마꽁 샤네이 공항,QNX,프랑스
막탄 국제공항,CEB,필리핀
마데이라 공항 ,FNC,포르투갈
마데라 시공항,MAE,브라질
